Gene_name,UniProtKB_ID,Occurrence,Kmer_distance_median,ANI_median,Flank_index_median,Procrustes_correlation,Procrustes_signif,Mantel_correlation,Mantel_signif,Man_signif_FDR_adjusted,Roary_annotation,KEGG_pathway,GO_BP_term,GO_MF_term,GO_CC_term
ftsH,P0AAI3,3503,10666,98.71592,97.56098,0.14206,0.00100,0.82978,0.00100,0.00156,ATP-dependent zinc metalloprotease FtsH,NA,protein catabolic process/macromolecule catabolic process/organonitrogen compound catabolic process/protein metabolic process/proteolysis,"transition metal ion binding/zinc ion binding/adenyl nucleotide binding/ATP binding/pyrophosphatase activity/adenyl ribonucleotide binding/hydrolase activity, acting on acid anhydrides/hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides/metalloendopeptidase activity/purine ribonucleoside triphosphate binding/purine ribonucleotide binding/endopeptidase activity/ATP hydrolysis activity/ribonucleoside triphosphate phosphatase activity/catalytic activity, acting on a protein/ATP-dependent activity/metallopeptidase activity/peptidase activity",membrane protein complex
ftsX,P0AC30,3503,20177,97.50281,96.96970,0.18530,0.00100,0.90355,0.00100,0.00156,Cell division protein FtsX,ABC transporters,cell division,NA,peptidoglycan-based cell wall/cell wall/external encapsulating structure/envelope/cell envelope/cell division site
garR,P0ABQ2,3503,22413,97.92291,94.44444,0.19942,0.00100,0.76856,0.00100,0.00156,2-hydroxy-3-oxopropionate reductase,Glyoxylate and dicarboxylate metabolism,carbohydrate catabolic process/carbohydrate metabolic process/monocarboxylic acid metabolic process/glyoxylate metabolic process/cellular aldehyde metabolic process/carboxylic acid metabolic process/small molecule catabolic process/cellular catabolic process/dicarboxylic acid metabolic process/organic acid catabolic process/carboxylic acid catabolic process/dicarboxylic acid catabolic process,"adenyl nucleotide binding/NAD binding/NADP binding/oxidoreductase activity/oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor/oxidoreductase activity, acting on CH-OH group of donors",NA
glgA,P0A6U8,3503,24292,97.59123,86.66667,0.23368,0.00100,0.68000,0.00100,0.00156,Glycogen synthase,Biosynthesis of secondary metabolites,generation of precursor metabolites and energy/carbohydrate metabolic process/energy derivation by oxidation of organic compounds/cellular response to stress/cellular response to DNA damage stimulus/cellular carbohydrate metabolic process/cellular glucan metabolic process/glucan metabolic process/carbohydrate biosynthetic process/cellular macromolecule biosynthetic process/cellular polysaccharide metabolic process/cellular polysaccharide biosynthetic process/polysaccharide metabolic process/glucan biosynthetic process/cellular carbohydrate biosynthetic process/polysaccharide biosynthetic process,glycosyltransferase activity/hexosyltransferase activity/UDP-glycosyltransferase activity,NA
glgX,P15067,3503,21918,97.28469,86.66667,0.22102,0.00100,0.70982,0.00100,0.00156,Glycogen debranching enzyme,Starch and sucrose metabolism,carbohydrate catabolic process/generation of precursor metabolites and energy/carbohydrate metabolic process/cellular carbohydrate catabolic process/energy derivation by oxidation of organic compounds/cellular response to stress/cellular response to DNA damage stimulus/macromolecule catabolic process/cellular carbohydrate metabolic process/cellular catabolic process/polysaccharide catabolic process/cellular glucan metabolic process/glucan metabolic process/cellular polysaccharide metabolic process/polysaccharide metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds/hydrolase activity, acting on glycosyl bonds",NA
glnD,P27249,3503,9218,98.84020,97.56098,0.11581,0.00100,0.85586,0.00100,0.00156,Bifunctional uridylyltransferase/uridylyl-removing enzyme,Two-component system,protein phosphopantetheinylation/response to external stimulus/macromolecule modification/response to extracellular stimulus/regulation of response to external stimulus/response to nutrient levels/protein modification process/regulation of response to stimulus/nitrogen utilization/protein metabolic process,"phosphoric ester hydrolase activity/nucleotidyltransferase activity/hydrolase activity, acting on ester bonds/transferase activity, transferring phosphorus-containing groups/phosphoric diester hydrolase activity/catalytic activity, acting on a protein",NA
glnE,P30870,3503,22603,97.21658,86.48649,0.23044,0.00100,0.74657,0.00100,0.00156,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,NA,protein phosphopantetheinylation/macromolecule modification/carboxylic acid metabolic process/protein modification process/cellular ketone metabolic process/glutamine family amino acid metabolic process/amine metabolic process/regulation of cellular metabolic process/regulation of metabolic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/amino acid metabolic process/protein metabolic process/alpha-amino acid metabolic process/regulation of small molecule metabolic process,"phosphoric ester hydrolase activity/magnesium ion binding/nucleotidyltransferase activity/adenylyltransferase activity/hydrolase activity, acting on ester bonds/transferase activity, transferring phosphorus-containing groups/phosphoric diester hydrolase activity/adenyl nucleotide binding/ATP binding/adenyl ribonucleotide binding/purine ribonucleoside triphosphate binding/purine ribonucleotide binding/catalytic activity, acting on a protein",NA
glyA,P0A825,3503,16482,97.63339,92.30769,0.23071,0.00100,0.92973,0.00100,0.00156,Serine hydroxymethyltransferase,Biosynthesis of secondary metabolites,carboxylic acid metabolic process/serine family amino acid metabolic process/small molecule biosynthetic process/cellular modified amino acid metabolic process/amide metabolic process/small molecule catabolic process/folic acid-containing compound metabolic process/cellular catabolic process/one-carbon metabolic process/vitamin metabolic process/serine family amino acid catabolic process/tetrahydrofolate metabolic process/dicarboxylic acid metabolic process/pteridine-containing compound metabolic process/folic acid metabolic process/water-soluble vitamin metabolic process/organic acid catabolic process/serine family amino acid biosynthetic process/carboxylic acid catabolic process/amino acid biosynthetic process/organic acid biosynthetic process/carboxylic acid biosynthetic process/organonitrogen compound catabolic process/alpha-amino acid biosynthetic process/L-serine metabolic process/amino acid metabolic process/amino acid catabolic process/alpha-amino acid catabolic process/alpha-amino acid metabolic process,"identical protein binding/transition metal ion binding/zinc ion binding/transferase activity, transferring one-carbon groups/pyridoxal phosphate binding/vitamin B6 binding/vitamin binding/carboxylic acid binding/organic acid binding/amino acid binding",NA
groS,P0A6F9,3503,13796,98.35091,94.44444,0.11315,0.00100,0.74944,0.00100,0.00156,10 kDa chaperonin,NA,chaperone-mediated protein folding/protein folding/response to abiotic stimulus/response to heat/viral process/cell division/viral life cycle/response to temperature stimulus,"identical protein binding/adenyl nucleotide binding/ATP binding/pyrophosphatase activity/adenyl ribonucleotide binding/hydrolase activity, acting on acid anhydrides/hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides/purine ribonucleoside triphosphate binding/purine ribonucleotide binding/chaperone binding/ATP hydrolysis activity/ribonucleoside triphosphate phosphatase activity/ATP-dependent activity/unfolded protein binding",intracellular protein-containing complex
group_10320,NA,3503,10870,98.51543,100.00000,0.16739,0.00100,0.71410,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12408,NA,3503,14003,98.24670,93.33333,0.17626,0.00100,0.89019,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_1476,P9WLC7,3503,20172,98.28720,95.45455,0.23763,0.00100,0.88831,0.00100,0.00156,putative protein,NA,NA,NA,NA
group_1999,NA,3503,14752,98.21785,90.32258,0.20046,0.00100,0.82031,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2049,NA,3503,20942,97.36900,94.44444,0.10674,0.00100,0.75421,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2235,NA,3503,24512,96.91309,71.42857,0.27335,0.00100,0.65417,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2346,Q02170,3503,24407,97.60608,90.90909,0.14115,0.00100,0.23126,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2433,NA,3503,15214,98.13362,100.00000,0.16974,0.00100,0.88852,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2442,NA,3503,6941,99.08910,100.00000,0.12643,0.00100,0.89604,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3743,NA,3503,12870,98.24625,100.00000,0.16789,0.00100,0.94416,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3744,NA,3503,13090,98.35877,100.00000,0.17090,0.00100,0.93545,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3746,P44290,3503,19190,98.51313,95.23810,0.15348,0.00100,0.81390,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4221,NA,3503,11689,98.48209,100.00000,0.15242,0.00100,0.92969,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4239,P0AE45,3503,20466,97.81329,90.90909,0.15505,0.00100,0.54486,0.00100,0.00156,hypothetical protein,NA,NA,flavin adenine dinucleotide binding,NA
group_4257,NA,3503,17083,97.90715,100.00000,0.17255,0.00100,0.89009,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4443,P0A8E5,3503,16534,98.16278,100.00000,0.16444,0.00100,0.88125,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5162,NA,3503,30208,96.75478,84.84848,0.22113,0.00100,0.80262,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5464,NA,3503,26826,97.37209,68.42105,0.28209,0.00100,0.64186,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
